,Word,Translation,Description,Example,Tag
0,block shield,方块墙,对于适配自然地形复杂性这个中心观点，block shield就是对应着采矿机里常见的，前面推个11 12m厚度来排水的方块墙,视频：https://www.bilibili.com/video/BV1xV411P7Nk，4：17处,采矿机|机器结构
